Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Onion,2022,Whole Year,Gujarat,114280.86,3484423.42,1914.07,122.49,2.95,30.49
Onion,2022,Rabi,Gujarat,423444.04,13931308.92,1914.58,195.97,1.62,32.9
Tomato,2022,Whole Year,Gujarat,315226.81,12088948.16,742.57,193.37,4.26,38.35
Tomato,2022,Rabi,Gujarat,146134.69,5525352.63,1299.3,63.26,4.3,37.81
Banana,2022,Kharif,Gujarat,211091.8,15074065.44,1705.72,234.37,2.48,71.41
Banana,2022,Rabi,Gujarat,270008.85,18935720.65,607.59,201.14,1.68,70.13
Rice,2022,Kharif,Haryana,405853.81,2098264.2,755.38,106.27,4.23,5.17
Rice,2022,Whole Year,Haryana,102560.56,816382.06,1346.21,224.04,2.92,7.96
Wheat,2022,Whole Year,Haryana,365195.59,2227693.1,1031.57,73.89,4.12,6.1
Wheat,2022,Kharif,Haryana,390175.83,2575160.48,1028.03,92.64,2.88,6.6
Maize,2022,Summer,Haryana,88404.83,574631.4,1255.47,90.41,3.3,6.5
Maize,2022,Rabi,Haryana,92127.51,688192.5,1568.05,192.69,0.47,7.47
Cotton(lint),2022,Kharif,Haryana,225058.49,765198.87,1054.86,85.91,1.32,3.4
Cotton(lint),2022,Rabi,Haryana,79068.95,289392.36,418.71,158.8,4.48,3.66
Sugarcane,2022,Summer,Haryana,100724.96,13909109.73,1754.96,132.39,2.88,138.09
Sugarcane,2022,Rabi,Haryana,223832.88,28153699.65,2178.5,80.95,0.8,125.78
Soybean,2022,Rabi,Haryana,47875.46,170915.39,1297.92,43.16,0.59,3.57
Soybean,2022,Kharif,Haryana,87307.57,437410.93,1970.48,177.46,1.49,5.01
Groundnut,2022,Rabi,Haryana,422636.56,1720130.8,946.34,34.13,3.18,4.07
Groundnut,2022,Whole Year,Haryana,315482.17,1422824.59,1269.81,33.92,3.34,4.51
Rapeseed &Mustard,2022,Rabi,Haryana,31027.46,104562.54,877.37,208.46,0.66,3.37
Rapeseed &Mustard,2022,Summer,Haryana,15238.66,65983.4,2004.34,191.82,2.77,4.33
Gram,2022,Kharif,Haryana,366384.85,978247.55,993.22,207.96,0.39,2.67
Gram,2022,Whole Year,Haryana,302584.14,1049966.97,2194.98,116.63,0.63,3.47
Arhar/Tur,2022,Whole Year,Haryana,391051.82,1282649.97,1923.13,171.6,2.51,3.28
Arhar/Tur,2022,Rabi,Haryana,249968.31,504935.99,837.26,58.93,2.23,2.02
Moong(Green Gram),2022,Kharif,Haryana,436663.14,947559.01,1387.6,220.58,1.13,2.17
Moong(Green Gram),2022,Rabi,Haryana,62067.84,130342.46,911.13,229.84,3.07,2.1
Potato,2022,Rabi,Haryana,29201.75,1218881.05,1707.5,135.28,1.5,41.74
Potato,2022,Summer,Haryana,138030.22,5686845.06,2104.03,154.22,1.43,41.2
Onion,2022,Summer,Haryana,169140.16,5075896.2,839.72,32.47,3.95,30.01
Onion,2022,Rabi,Haryana,372978.98,12796908.8,1316.99,105.03,0.8,34.31
Tomato,2022,Summer,Haryana,102101.64,4140221.5,1432.21,78.69,1.03,40.55
Tomato,2022,Kharif,Haryana,244004.57,8447438.21,686.79,72.09,1.88,34.62
Banana,2022,Kharif,Haryana,180376.02,14141479.97,2079.58,76.89,0.72,78.4
Banana,2022,Summer,Haryana,128448.97,10075537.21,1178.32,140.23,2.75,78.44
Rice,2022,Summer,Karnataka,190484.96,1375301.41,1915.92,161.89,1.08,7.22
Rice,2022,Kharif,Karnataka,131827.97,1173268.93,1980.93,211.08,3.92,8.9
Wheat,2022,Kharif,Karnataka,277805.69,1952974.0,2107.96,57.16,3.67,7.03
Wheat,2022,Whole Year,Karnataka,287831.07,1844997.16,692.58,201.25,3.09,6.41
Maize,2022,Rabi,Karnataka,213608.37,1059497.52,554.38,196.93,1.42,4.96
Maize,2022,Kharif,Karnataka,387386.08,2506387.94,1730.69,111.57,2.91,6.47
Cotton(lint),2022,Whole Year,Karnataka,385546.26,1719536.32,1574.23,185.45,1.59,4.46
Cotton(lint),2022,Kharif,Karnataka,36059.65,123324.0,1093.22,74.04,3.7,3.42
Sugarcane,2022,Rabi,Karnataka,430226.85,40953293.85,636.87,99.89,1.88,95.19
Sugarcane,2022,Kharif,Karnataka,324743.15,39664128.34,2120.65,213.65,3.44,122.14
Soybean,2022,Whole Year,Karnataka,278329.87,1104969.58,1765.81,166.05,2.31,3.97
Soybean,2022,Rabi,Karnataka,403430.1,1226427.5,1474.38,71.78,3.67,3.04
Groundnut,2022,Summer,Karnataka,216077.95,1374255.76,2199.41,212.55,4.21,6.36
Groundnut,2022,Kharif,Karnataka,144204.42,595564.25,449.26,222.83,1.14,4.13
Rapeseed &Mustard,2022,Kharif,Karnataka,373167.94,679165.65,618.35,51.95,3.66,1.82
Rapeseed &Mustard,2022,Whole Year,Karnataka,207878.46,688077.7,1139.52,194.2,0.24,3.31
Gram,2022,Rabi,Karnataka,2508.79,8053.22,2024.28,120.98,3.06,3.21
Gram,2022,Kharif,Karnataka,44241.67,120337.34,653.07,195.75,1.19,2.72
Arhar/Tur,2022,Summer,Karnataka,353796.86,650986.22,1128.77,127.9,3.37,1.84
Arhar/Tur,2022,Whole Year,Karnataka,157627.52,381458.6,777.35,215.98,1.98,2.42
Moong(Green Gram),2022,Whole Year,Karnataka,449256.88,1136619.91,1644.54,204.86,1.64,2.53
Moong(Green Gram),2022,Kharif,Karnataka,342411.94,561555.58,1001.26,98.13,3.05,1.64
Potato,2022,Kharif,Karnataka,159147.34,6478888.21,2010.44,173.44,1.87,40.71
Potato,2022,Summer,Karnataka,159122.48,5082372.01,527.02,158.58,1.59,31.94
Onion,2022,Whole Year,Karnataka,123863.08,3609370.15,702.68,215.95,4.1,29.14
Onion,2022,Rabi,Karnataka,92053.63,2729390.13,1954.14,127.13,2.26,29.65
Tomato,2022,Kharif,Karnataka,57720.48,2665531.77,1297.09,233.01,3.83,46.18
Tomato,2022,Summer,Karnataka,336415.78,14223659.18,1725.72,184.27,3.64,42.28
Banana,2022,Whole Year,Karnataka,449785.33,35627495.99,1970.21,122.74,0.88,79.21
Banana,2022,Rabi,Karnataka,271302.83,15884780.7,903.19,115.43,4.3,58.55
Rice,2022,Whole Year,Madhya Pradesh,327342.62,2867521.35,2155.62,224.75,2.83,8.76
Rice,2022,Summer,Madhya Pradesh,314304.6,1983262.03,1460.0,176.54,2.84,6.31
Wheat,2022,Kharif,Madhya Pradesh,315457.43,2261829.77,1225.04,168.41,2.3,7.17
Wheat,2022,Whole Year,Madhya Pradesh,367817.06,2475408.81,1928.29,72.62,0.46,6.73
Maize,2022,Kharif,Madhya Pradesh,314997.34,1808084.73,2126.47,73.42,2.2,5.74
Maize,2022,Rabi,Madhya Pradesh,109355.7,476790.85,679.73,126.61,1.67,4.36
Cotton(lint),2022,Whole Year,Madhya Pradesh,442553.81,1248001.74,713.96,51.31,3.62,2.82
Cotton(lint),2022,Rabi,Madhya Pradesh,151417.37,569329.31,1702.86,55.25,1.62,3.76
Sugarcane,2022,Summer,Madhya Pradesh,39816.44,4214968.34,1006.7,174.21,1.97,105.86
Sugarcane,2022,Kharif,Madhya Pradesh,333250.97,26713397.76,858.25,92.87,2.95,80.16
Soybean,2022,Kharif,Madhya Pradesh,331190.85,963765.37,786.15,176.18,2.85,2.91
Soybean,2022,Rabi,Madhya Pradesh,293927.67,1131621.53,1854.07,190.1,2.81,3.85
Groundnut,2022,Rabi,Madhya Pradesh,429817.36,1719269.44,1092.59,40.31,3.29,4.0
Groundnut,2022,Summer,Madhya Pradesh,291732.92,1388648.7,2029.78,59.49,0.93,4.76
Rapeseed &Mustard,2022,Summer,Madhya Pradesh,416608.34,1595609.94,2032.54,213.09,1.16,3.83
Rapeseed &Mustard,2022,Kharif,Madhya Pradesh,419066.73,1081192.16,786.16,59.66,3.82,2.58
Gram,2022,Whole Year,Madhya Pradesh,71495.55,260958.76,1992.63,172.3,3.0,3.65
Gram,2022,Summer,Madhya Pradesh,187315.94,427080.34,639.08,143.25,3.42,2.28
Arhar/Tur,2022,Kharif,Madhya Pradesh,14802.52,39670.75,1915.72,182.8,1.07,2.68
Arhar/Tur,2022,Rabi,Madhya Pradesh,34615.14,51922.71,1025.45,51.39,3.6,1.5
Moong(Green Gram),2022,Summer,Madhya Pradesh,15631.61,33607.96,2067.96,76.89,3.2,2.15
Moong(Green Gram),2022,Whole Year,Madhya Pradesh,74956.22,125926.45,1366.05,47.57,3.66,1.68
Potato,2022,Summer,Madhya Pradesh,181004.51,6163203.57,833.71,173.13,1.05,34.05
Potato,2022,Kharif,Madhya Pradesh,142435.36,4674728.52,1366.09,56.59,1.64,32.82
Onion,2022,Rabi,Madhya Pradesh,360434.78,10445399.92,797.82,99.86,4.13,28.98
Onion,2022,Whole Year,Madhya Pradesh,291840.94,10742665.0,1771.89,227.25,3.65,36.81
Tomato,2022,Rabi,Madhya Pradesh,21372.11,817696.93,611.56,215.83,0.32,38.26
Tomato,2022,Whole Year,Madhya Pradesh,187251.32,6359054.83,1038.74,70.82,0.41,33.96
Banana,2022,Whole Year,Madhya Pradesh,345083.28,19659394.46,727.53,108.23,3.57,56.97
Banana,2022,Summer,Madhya Pradesh,321508.28,19213334.81,714.1,108.26,2.5,59.76
Rice,2022,Whole Year,Maharashtra,316770.78,2112861.1,1968.26,70.06,0.5,6.67
Rice,2022,Summer,Maharashtra,198336.54,1065067.22,1263.86,59.89,2.2,5.37
Wheat,2022,Summer,Maharashtra,217621.43,1817138.94,2154.63,161.96,2.92,8.35
Wheat,2022,Kharif,Maharashtra,448480.7,4081174.37,2153.2,200.48,0.57,9.1
Maize,2022,Rabi,Maharashtra,112259.94,669069.24,2030.13,31.15,4.46,5.96
Maize,2022,Summer,Maharashtra,233543.96,859441.77,588.49,45.47,0.34,3.68
Cotton(lint),2022,Summer,Maharashtra,446870.33,1474672.09,693.28,101.85,1.76,3.3
Cotton(lint),2022,Kharif,Maharashtra,83115.91,413917.23,1684.57,221.02,0.72,4.98
Sugarcane,2022,Whole Year,Maharashtra,126556.35,16258694.28,1919.13,157.08,3.89,128.47
Sugarcane,2022,Summer,Maharashtra,132790.17,13091782.86,1305.51,34.08,2.81,98.59
Soybean,2022,Summer,Maharashtra,328165.71,1138735.01,1529.71,41.9,4.08,3.47
Soybean,2022,Rabi,Maharashtra,209548.91,725039.23,1564.49,106.29,3.4,3.46
Groundnut,2022,Rabi,Maharashtra,52305.4,220728.79,511.96,184.89,1.78,4.22
Groundnut,2022,Kharif,Maharashtra,444098.14,1314530.49,708.72,92.97,2.99,2.96
Rapeseed &Mustard,2022,Kharif,Maharashtra,268134.67,780271.89,1458.91,61.1,3.79,2.91
Rapeseed &Mustard,2022,Summer,Maharashtra,97326.46,230663.71,587.81,97.09,3.03,2.37
Gram,2022,Whole Year,Maharashtra,103081.36,251518.52,748.17,175.94,4.35,2.44
Gram,2022,Kharif,Maharashtra,174501.16,486858.24,1108.86,199.31,2.22,2.79
Arhar/Tur,2022,Summer,Maharashtra,370893.35,849345.77,741.04,232.2,1.38,2.29
Arhar/Tur,2022,Rabi,Maharashtra,415940.06,1044009.55,1170.12,170.42,3.86,2.51
Moong(Green Gram),2022,Kharif,Maharashtra,193364.39,351923.19,1681.2,69.23,3.86,1.82
Moong(Green Gram),2022,Summer,Maharashtra,314543.29,666831.77,1817.38,89.07,1.73,2.12
Potato,2022,Whole Year,Maharashtra,235478.39,7963879.15,606.04,173.67,3.49,33.82
Potato,2022,Rabi,Maharashtra,204569.75,6241423.07,680.69,56.27,2.29,30.51
Onion,2022,Rabi,Maharashtra,161970.14,4447700.04,796.93,133.27,1.45,27.46
Onion,2022,Kharif,Maharashtra,34144.36,839268.37,1316.19,111.36,2.49,24.58
Tomato,2022,Whole Year,Maharashtra,37277.44,1460157.32,1077.09,79.87,2.08,39.17
Tomato,2022,Rabi,Maharashtra,283126.6,8751443.21,1144.06,68.14,2.7,30.91
Banana,2022,Rabi,Maharashtra,44630.13,2480096.32,820.71,66.34,1.56,55.57
Banana,2022,Kharif,Maharashtra,234356.76,14028595.65,1253.34,138.34,3.39,59.86
Rice,2022,Kharif,Odisha,328562.18,2211223.47,1772.93,79.88,2.43,6.73
Rice,2022,Summer,Odisha,12021.07,73208.32,970.24,215.32,1.22,6.09
Wheat,2022,Kharif,Odisha,137991.6,775512.79,1241.13,202.2,2.44,5.62
Wheat,2022,Summer,Odisha,356893.07,2177047.73,1731.67,79.17,1.58,6.1
Maize,2022,Kharif,Odisha,281939.97,1440713.25,1763.9,51.68,2.26,5.11
Maize,2022,Whole Year,Odisha,153908.86,875741.41,1363.32,166.47,1.44,5.69
Cotton(lint),2022,Whole Year,Odisha,219862.31,804696.05,1136.62,87.83,4.46,3.66
Cotton(lint),2022,Rabi,Odisha,95140.24,308254.38,844.67,149.36,0.22,3.24
Sugarcane,2022,Rabi,Odisha,284473.97,27488719.72,753.11,184.67,0.59,96.63
Sugarcane,2022,Kharif,Odisha,427694.02,33509826.47,498.16,43.01,4.2,78.35
Soybean,2022,Kharif,Odisha,440901.62,1137526.18,887.39,87.89,2.28,2.58
Soybean,2022,Rabi,Odisha,246981.86,748355.04,1240.51,139.31,4.45,3.03
Groundnut,2022,Whole Year,Odisha,383062.59,1551403.49,1455.75,112.95,3.74,4.05
Groundnut,2022,Rabi,Odisha,357611.1,1180116.63,489.39,117.71,0.5,3.3
Rapeseed &Mustard,2022,Whole Year,Odisha,282860.62,1114470.84,2159.32,185.97,3.33,3.94
Rapeseed &Mustard,2022,Summer,Odisha,130906.1,282757.18,434.73,179.22,1.21,2.16
Gram,2022,Whole Year,Odisha,142160.77,250202.96,547.39,76.97,3.94,1.76
Gram,2022,Summer,Odisha,279594.97,707375.27,1336.9,88.74,1.68,2.53
Arhar/Tur,2022,Summer,Odisha,157760.35,427530.55,1658.05,231.81,0.31,2.71
Arhar/Tur,2022,Whole Year,Odisha,827.0,1596.11,1303.6,54.64,3.95,1.93
Moong(Green Gram),2022,Whole Year,Odisha,372037.69,643625.2,666.51,220.59,1.5,1.73
Moong(Green Gram),2022,Kharif,Odisha,108138.73,210870.52,1918.11,92.22,4.22,1.95
Potato,2022,Rabi,Odisha,250828.49,10088321.87,2101.02,202.67,3.13,40.22
Potato,2022,Kharif,Odisha,25199.49,814699.51,1031.57,119.7,2.55,32.33
Onion,2022,Summer,Odisha,76808.67,1848016.6,992.47,153.29,0.94,24.06
Onion,2022,Rabi,Odisha,427332.75,12572129.51,1533.77,106.25,3.29,29.42
Tomato,2022,Kharif,Odisha,107488.13,4450008.58,2162.65,59.24,1.56,41.4
Tomato,2022,Summer,Odisha,169755.87,5367680.61,723.81,127.64,2.25,31.62
Banana,2022,Kharif,Odisha,125298.64,7507894.51,1734.2,106.86,1.11,59.92
Banana,2022,Whole Year,Odisha,216906.93,9396408.21,568.08,33.14,0.75,43.32
Rice,2022,Kharif,Punjab,223292.28,1257135.54,783.42,124.75,4.17,5.63
Rice,2022,Summer,Punjab,152114.12,1073925.69,1326.27,155.7,2.06,7.06
Wheat,2022,Whole Year,Punjab,31190.98,220520.23,1403.84,137.0,0.45,7.07
Wheat,2022,Rabi,Punjab,72858.41,430593.2,415.77,188.97,3.86,5.91
Maize,2022,Rabi,Punjab,333929.45,1819915.5,666.67,109.55,0.82,5.45
Maize,2022,Kharif,Punjab,304775.24,1417204.87,570.28,52.9,0.82,4.65
Cotton(lint),2022,Whole Year,Punjab,53402.31,308665.35,1954.54,182.26,1.67,5.78
Cotton(lint),2022,Kharif,Punjab,417447.99,1807549.8,1484.37,115.44,0.43,4.33
Sugarcane,2022,Summer,Punjab,183475.62,19510797.43,411.25,90.89,1.69,106.34
Sugarcane,2022,Kharif,Punjab,244835.43,27595401.32,628.69,112.13,0.35,112.71
Soybean,2022,Rabi,Punjab,63329.97,170357.62,801.6,81.91,1.97,2.69
Soybean,2022,Kharif,Punjab,202713.54,622330.57,727.42,41.84,1.7,3.07
Groundnut,2022,Whole Year,Punjab,419917.06,1713261.6,1043.41,52.62,0.56,4.08
Groundnut,2022,Kharif,Punjab,223022.13,1115110.65,1025.59,206.7,3.99,5.0
Rapeseed &Mustard,2022,Rabi,Punjab,108864.7,416951.8,1662.94,184.98,4.32,3.83
Rapeseed &Mustard,2022,Summer,Punjab,197950.84,522590.22,1097.28,101.03,0.92,2.64
Gram,2022,Whole Year,Punjab,397029.28,1187117.55,1511.19,70.49,3.98,2.99
Gram,2022,Kharif,Punjab,410351.76,1087432.16,1002.44,221.8,1.21,2.65
Arhar/Tur,2022,Whole Year,Punjab,168883.24,292168.01,1395.41,102.88,2.13,1.73
Arhar/Tur,2022,Summer,Punjab,432518.7,994793.01,907.22,89.76,3.8,2.3
Moong(Green Gram),2022,Summer,Punjab,158615.03,387020.67,1597.43,193.15,2.12,2.44
Moong(Green Gram),2022,Kharif,Punjab,414753.08,933194.43,1293.54,224.97,1.72,2.25
Potato,2022,Rabi,Punjab,15951.0,669144.45,1761.06,237.84,2.75,41.95
Potato,2022,Whole Year,Punjab,305926.61,10991943.1,1425.92,195.39,2.01,35.93
Onion,2022,Kharif,Punjab,290660.64,11245660.16,1800.58,216.3,1.33,38.69
Onion,2022,Summer,Punjab,418738.53,12415597.41,1902.44,128.37,2.66,29.65
Tomato,2022,Whole Year,Punjab,227793.74,9503554.83,1565.68,70.22,1.16,41.72
Tomato,2022,Rabi,Punjab,90254.79,4180601.87,2067.51,180.01,4.06,46.32
Banana,2022,Rabi,Punjab,170235.62,16186002.75,2160.99,231.61,3.65,95.08
Banana,2022,Kharif,Punjab,7405.87,494415.88,501.43,205.5,2.63,66.76
Rice,2022,Kharif,Rajasthan,333087.82,2075137.12,1919.47,130.03,0.61,6.23
Rice,2022,Summer,Rajasthan,175038.13,1326789.03,1665.58,220.0,2.29,7.58
Wheat,2022,Kharif,Rajasthan,156388.83,819477.47,488.17,131.48,1.68,5.24
Wheat,2022,Whole Year,Rajasthan,316889.52,1635149.92,1223.12,71.02,4.38,5.16
Maize,2022,Summer,Rajasthan,364410.75,2361381.66,1892.18,64.31,2.58,6.48
Maize,2022,Rabi,Rajasthan,291606.71,1355971.2,903.3,223.04,4.22,4.65
Cotton(lint),2022,Summer,Rajasthan,125204.7,537128.16,1871.41,64.06,1.69,4.29
Cotton(lint),2022,Kharif,Rajasthan,410096.44,1107260.39,615.43,59.52,4.24,2.7
Sugarcane,2022,Rabi,Rajasthan,50394.01,4355050.34,831.3,133.0,3.92,86.42
Sugarcane,2022,Summer,Rajasthan,353639.35,40226476.06,1778.32,151.59,1.15,113.75
Soybean,2022,Whole Year,Rajasthan,3714.15,10399.62,544.95,189.52,0.34,2.8
Soybean,2022,Rabi,Rajasthan,357960.03,1195586.5,1751.11,87.69,2.96,3.34
Groundnut,2022,Kharif,Rajasthan,367251.15,1553472.36,970.75,223.51,4.1,4.23
Groundnut,2022,Whole Year,Rajasthan,62245.8,270146.77,1619.94,208.9,2.99,4.34
Rapeseed &Mustard,2022,Whole Year,Rajasthan,296648.51,1050135.73,1791.84,237.05,0.95,3.54
Rapeseed &Mustard,2022,Summer,Rajasthan,396444.34,1296372.99,1387.29,209.01,4.44,3.27
Gram,2022,Summer,Rajasthan,329014.75,878469.38,1657.28,84.04,2.29,2.67
Gram,2022,Rabi,Rajasthan,225097.16,495213.75,940.92,111.17,2.53,2.2
Arhar/Tur,2022,Kharif,Rajasthan,70053.9,163225.59,1917.66,68.1,0.37,2.33
Arhar/Tur,2022,Summer,Rajasthan,405902.11,779332.05,882.77,134.6,2.77,1.92
Moong(Green Gram),2022,Kharif,Rajasthan,165543.62,357574.22,1966.73,65.78,1.84,2.16
Moong(Green Gram),2022,Rabi,Rajasthan,445984.46,642217.62,1398.91,50.35,3.87,1.44
Potato,2022,Whole Year,Rajasthan,115585.13,3738023.1,1741.15,124.01,3.47,32.34
Potato,2022,Kharif,Rajasthan,143513.52,3537608.27,848.28,96.03,1.59,24.65
Onion,2022,Rabi,Rajasthan,334995.06,11597528.98,2082.55,221.66,1.92,34.62
Onion,2022,Kharif,Rajasthan,185741.49,4454080.93,576.78,110.22,4.47,23.98
Tomato,2022,Summer,Rajasthan,96316.01,3192875.73,1126.31,128.95,0.92,33.15
Tomato,2022,Kharif,Rajasthan,245429.02,8494298.38,1574.82,119.31,2.35,34.61
Banana,2022,Summer,Rajasthan,153219.68,8410228.24,1292.63,124.21,1.91,54.89
Banana,2022,Whole Year,Rajasthan,225213.14,14555525.24,2064.34,63.86,0.22,64.63
Rice,2022,Kharif,Tamil Nadu,344034.18,2452963.7,1095.68,170.57,2.95,7.13
Rice,2022,Summer,Tamil Nadu,7642.61,46008.51,522.47,181.65,1.72,6.02
Wheat,2022,Summer,Tamil Nadu,82946.86,464502.42,1458.8,88.68,1.66,5.6
Wheat,2022,Whole Year,Tamil Nadu,156023.39,914297.07,846.06,58.32,0.35,5.86
Maize,2022,Summer,Tamil Nadu,202548.96,1474556.43,2068.26,225.3,3.45,7.28
Maize,2022,Whole Year,Tamil Nadu,318723.45,2409549.28,1867.2,208.93,2.7,7.56
Cotton(lint),2022,Rabi,Tamil Nadu,302231.25,1109188.69,400.19,190.91,4.07,3.67
Cotton(lint),2022,Summer,Tamil Nadu,184102.31,644358.08,541.23,173.27,2.83,3.5
Sugarcane,2022,Kharif,Tamil Nadu,285394.32,27437809.92,447.59,82.35,0.84,96.14
Sugarcane,2022,Whole Year,Tamil Nadu,171807.9,19029443.0,1503.9,75.44,3.77,110.76
Soybean,2022,Whole Year,Tamil Nadu,105794.01,391437.84,1333.56,84.87,2.55,3.7
Soybean,2022,Rabi,Tamil Nadu,348276.7,780139.81,451.06,84.25,4.44,2.24
Groundnut,2022,Rabi,Tamil Nadu,300547.12,1671041.99,1778.44,147.73,2.39,5.56
Groundnut,2022,Kharif,Tamil Nadu,287504.5,1532398.99,1818.98,130.86,2.74,5.33
Rapeseed &Mustard,2022,Rabi,Tamil Nadu,67426.02,202952.32,1240.64,43.64,2.68,3.01
Rapeseed &Mustard,2022,Kharif,Tamil Nadu,169630.55,637810.87,2051.99,129.31,3.85,3.76
Gram,2022,Kharif,Tamil Nadu,111942.14,277616.51,586.79,198.67,2.48,2.48
Gram,2022,Rabi,Tamil Nadu,345007.81,1104024.99,1575.89,228.48,2.2,3.2
Arhar/Tur,2022,Kharif,Tamil Nadu,407167.56,989417.17,1074.41,107.18,3.79,2.43
Arhar/Tur,2022,Summer,Tamil Nadu,227915.46,494576.55,1164.48,88.6,0.74,2.17
Moong(Green Gram),2022,Kharif,Tamil Nadu,28762.36,60976.2,1960.06,40.69,0.86,2.12
Moong(Green Gram),2022,Rabi,Tamil Nadu,309289.62,763945.36,2059.83,112.29,0.21,2.47
Potato,2022,Kharif,Tamil Nadu,396529.56,15639125.85,1069.19,134.73,3.65,39.44
Potato,2022,Summer,Tamil Nadu,145103.19,5834599.27,1718.29,170.15,1.07,40.21
Onion,2022,Rabi,Tamil Nadu,88116.26,2816195.67,775.96,192.96,4.03,31.96
Onion,2022,Summer,Tamil Nadu,327749.6,10533872.14,1414.63,158.43,3.85,32.14
Tomato,2022,Whole Year,Tamil Nadu,166452.15,7407120.67,1660.16,126.66,0.67,44.5
Tomato,2022,Summer,Tamil Nadu,183719.32,7297331.39,1598.31,36.38,1.05,39.72
Banana,2022,Summer,Tamil Nadu,6297.5,392712.1,1529.66,45.42,3.37,62.36
Banana,2022,Rabi,Tamil Nadu,319556.74,28232837.98,2187.53,81.73,2.6,88.35
Rice,2022,Kharif,Telangana,156720.77,813380.8,1313.55,74.46,3.48,5.19
Rice,2022,Summer,Telangana,120037.82,765841.29,928.37,176.85,2.76,6.38
Wheat,2022,Summer,Telangana,317560.97,2162590.21,1399.54,212.79,2.27,6.81
Wheat,2022,Kharif,Telangana,376280.76,2618914.09,1160.13,181.0,2.05,6.96
Maize,2022,Summer,Telangana,131039.1,919894.48,1415.06,235.42,3.09,7.02
Maize,2022,Whole Year,Telangana,337212.99,2121069.71,1909.51,83.25,3.67,6.29
Cotton(lint),2022,Kharif,Telangana,400164.8,2168893.22,1978.26,150.12,2.15,5.42
Cotton(lint),2022,Whole Year,Telangana,378840.01,1219864.83,1418.67,57.23,1.52,3.22
Sugarcane,2022,Summer,Telangana,337487.46,33755495.75,1891.24,125.88,2.18,100.02
Sugarcane,2022,Kharif,Telangana,330209.37,41111066.56,1893.02,220.52,2.42,124.5
Soybean,2022,Kharif,Telangana,338823.27,1456940.06,1961.09,167.7,4.0,4.3
Soybean,2022,Whole Year,Telangana,40413.39,152762.61,1748.03,161.97,0.27,3.78
Groundnut,2022,Kharif,Telangana,250880.56,988469.41,767.2,150.24,2.98,3.94
Groundnut,2022,Rabi,Telangana,393720.93,1795367.44,1257.18,114.24,2.48,4.56
Rapeseed &Mustard,2022,Summer,Telangana,157290.49,434121.75,624.53,130.49,3.59,2.76
Rapeseed &Mustard,2022,Whole Year,Telangana,224141.43,986222.29,1974.82,185.3,0.89,4.4
Gram,2022,Kharif,Telangana,132865.03,314890.12,484.04,208.87,1.97,2.37
Gram,2022,Rabi,Telangana,30848.13,100256.42,1109.67,216.09,0.23,3.25
Arhar/Tur,2022,Whole Year,Telangana,214459.92,518993.01,1742.94,64.65,1.23,2.42
Arhar/Tur,2022,Summer,Telangana,130686.19,296657.65,1861.1,102.83,3.04,2.27
Moong(Green Gram),2022,Kharif,Telangana,205666.72,431900.11,1441.73,212.84,2.91,2.1
Moong(Green Gram),2022,Rabi,Telangana,13229.35,29501.45,1940.17,134.97,1.78,2.23
Potato,2022,Whole Year,Telangana,158395.92,5792538.79,1484.2,166.16,1.48,36.57
Potato,2022,Kharif,Telangana,299347.62,10968096.8,1227.91,149.51,0.99,36.64
Onion,2022,Whole Year,Telangana,345304.63,9713419.24,827.6,104.05,0.22,28.13
Onion,2022,Summer,Telangana,229857.43,7104893.16,1826.69,188.53,2.72,30.91
Tomato,2022,Summer,Telangana,34728.04,1318623.68,2015.25,80.2,1.98,37.97
Tomato,2022,Rabi,Telangana,189195.65,8614077.94,1152.75,225.77,0.24,45.53
Banana,2022,Summer,Telangana,196944.99,14290328.47,2005.64,152.38,2.03,72.56
Banana,2022,Whole Year,Telangana,189950.1,12931802.81,1280.94,90.12,2.31,68.08
Rice,2022,Kharif,Uttar Pradesh,81959.64,693378.55,1655.5,216.33,2.48,8.46
Rice,2022,Whole Year,Uttar Pradesh,66233.08,432502.01,1013.57,209.29,2.35,6.53
Wheat,2022,Kharif,Uttar Pradesh,421644.96,2770207.39,1676.36,104.62,2.78,6.57
Wheat,2022,Whole Year,Uttar Pradesh,53633.04,322870.9,635.38,133.92,3.35,6.02
Maize,2022,Kharif,Uttar Pradesh,233389.95,1454019.39,2178.39,58.04,3.11,6.23
Maize,2022,Whole Year,Uttar Pradesh,184008.71,861160.76,1061.43,39.73,2.04,4.68
Cotton(lint),2022,Whole Year,Uttar Pradesh,184734.85,474768.56,795.65,54.57,0.26,2.57
Cotton(lint),2022,Rabi,Uttar Pradesh,313563.33,1313830.35,2158.0,73.42,1.25,4.19
Sugarcane,2022,Rabi,Uttar Pradesh,334806.99,36155806.85,1690.91,39.57,0.78,107.99
Sugarcane,2022,Summer,Uttar Pradesh,402921.33,39180070.13,984.83,232.39,0.94,97.24
Soybean,2022,Summer,Uttar Pradesh,99213.37,483169.11,1851.27,171.54,1.14,4.87
Soybean,2022,Rabi,Uttar Pradesh,90524.08,273382.72,660.91,141.55,3.18,3.02
Groundnut,2022,Summer,Uttar Pradesh,364047.37,1361537.16,1137.23,68.03,0.72,3.74
Groundnut,2022,Kharif,Uttar Pradesh,206789.29,802342.45,1029.44,104.88,0.87,3.88
